W_Fixing_incoming_lead,W_Filling_in application,W_Calling_after_offers,W_Assessing_application,W_Calling _missing_information,W_Check_for_fraud,case_id,event_nr,remaining_time
2.0,0.0,0.0,0.0,0.0,0.0,204457.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204499.0,1.0,1290253.0
0.0,1.0,1.0,0.0,0.0,0.0,204499.0,2.0,454747.0
0.0,1.0,2.0,0.0,0.0,0.0,204499.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204469.0,1.0,1121496.0
0.0,1.0,1.0,0.0,0.0,0.0,204469.0,2.0,287911.0
0.0,1.0,1.0,1.0,0.0,0.0,204469.0,3.0,270961.0
0.0,1.0,1.0,2.0,0.0,0.0,204469.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204472.0,1.0,2138102.0
1.0,1.0,0.0,0.0,0.0,0.0,204472.0,2.0,2079136.0
1.0,1.0,1.0,0.0,0.0,0.0,204472.0,3.0,2079114.0
1.0,1.0,1.0,1.0,0.0,0.0,204472.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204523.0,1.0,931972.0
0.0,1.0,1.0,0.0,0.0,0.0,204523.0,2.0,931618.0
0.0,1.0,1.0,1.0,0.0,0.0,204523.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204496.0,1.0,3618146.0
1.0,1.0,0.0,0.0,0.0,0.0,204496.0,2.0,3565108.0
1.0,1.0,1.0,0.0,0.0,0.0,204496.0,3.0,2785077.0
1.0,1.0,2.0,0.0,0.0,0.0,204496.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204466.0,1.0,2637326.0
0.0,1.0,1.0,0.0,0.0,0.0,204466.0,2.0,2637208.0
0.0,1.0,2.0,0.0,0.0,0.0,204466.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204526.0,1.0,2637084.0
1.0,1.0,0.0,0.0,0.0,0.0,204526.0,2.0,2584540.0
1.0,2.0,0.0,0.0,0.0,0.0,204526.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204520.0,1.0,236850.0
1.0,1.0,0.0,0.0,0.0,0.0,204520.0,2.0,183292.0
1.0,2.0,0.0,0.0,0.0,0.0,204520.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204517.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204505.0,1.0,333880.0
1.0,1.0,0.0,0.0,0.0,0.0,204505.0,2.0,281069.0
1.0,2.0,0.0,0.0,0.0,0.0,204505.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204502.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204475.0,1.0,3412951.0
0.0,1.0,1.0,0.0,0.0,0.0,204475.0,2.0,2575872.0
0.0,1.0,1.0,1.0,0.0,0.0,204475.0,3.0,2304914.0
0.0,1.0,1.0,1.0,1.0,0.0,204475.0,4.0,2295075.0
0.0,1.0,1.0,2.0,1.0,0.0,204475.0,5.0,152428.0
0.0,1.0,1.0,2.0,2.0,0.0,204475.0,6.0,136000.0
0.0,1.0,1.0,2.0,3.0,0.0,204475.0,7.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204547.0,1.0,21973.0
1.0,1.0,0.0,0.0,0.0,0.0,204547.0,2.0,15785.0
1.0,2.0,0.0,0.0,0.0,0.0,204547.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204556.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204562.0,1.0,1572754.0
1.0,1.0,0.0,0.0,0.0,0.0,204562.0,2.0,1572299.0
1.0,1.0,1.0,0.0,0.0,0.0,204562.0,3.0,1050991.0
1.0,1.0,1.0,1.0,0.0,0.0,204562.0,4.0,517616.0
1.0,1.0,1.0,1.0,1.0,0.0,204562.0,5.0,504907.0
1.0,1.0,1.0,2.0,1.0,0.0,204562.0,6.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204481.0,1.0,1047396.0
0.0,1.0,1.0,0.0,0.0,0.0,204481.0,2.0,267931.0
0.0,1.0,1.0,1.0,0.0,0.0,204481.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204484.0,1.0,867549.0
0.0,1.0,1.0,0.0,0.0,0.0,204484.0,2.0,673542.0
0.0,1.0,2.0,0.0,0.0,0.0,204484.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204478.0,1.0,190528.0
0.0,2.0,0.0,0.0,0.0,0.0,204478.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204514.0,1.0,2670662.0
0.0,1.0,1.0,0.0,0.0,0.0,204514.0,2.0,2668455.0
0.0,1.0,2.0,0.0,0.0,0.0,204514.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204508.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204511.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204577.0,1.0,302.0
1.0,1.0,0.0,0.0,0.0,0.0,204577.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204535.0,1.0,2583365.0
0.0,2.0,0.0,0.0,0.0,0.0,204535.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204580.0,1.0,253.0
1.0,1.0,0.0,0.0,0.0,0.0,204580.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204550.0,1.0,170538.0
0.0,2.0,0.0,0.0,0.0,0.0,204550.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204544.0,1.0,776662.0
0.0,1.0,1.0,0.0,0.0,0.0,204544.0,2.0,775354.0
0.0,1.0,2.0,0.0,0.0,0.0,204544.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204553.0,1.0,783217.0
0.0,1.0,1.0,0.0,0.0,0.0,204553.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204541.0,1.0,961902.0
0.0,1.0,1.0,0.0,0.0,0.0,204541.0,2.0,614251.0
0.0,1.0,1.0,1.0,0.0,0.0,204541.0,3.0,3422.0
0.0,1.0,1.0,2.0,0.0,0.0,204541.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204583.0,1.0,951710.0
1.0,1.0,0.0,0.0,0.0,0.0,204583.0,2.0,936770.0
1.0,1.0,1.0,0.0,0.0,0.0,204583.0,3.0,674204.0
1.0,1.0,1.0,1.0,0.0,0.0,204583.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204574.0,1.0,2667263.0
0.0,1.0,1.0,0.0,0.0,0.0,204574.0,2.0,2663885.0
0.0,1.0,2.0,0.0,0.0,0.0,204574.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204565.0,1.0,2666891.0
0.0,1.0,1.0,0.0,0.0,0.0,204565.0,2.0,1892169.0
0.0,1.0,2.0,0.0,0.0,0.0,204565.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204568.0,1.0,2666547.0
0.0,2.0,0.0,0.0,0.0,0.0,204568.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204586.0,1.0,1112339.0
0.0,1.0,1.0,0.0,0.0,0.0,204586.0,2.0,773164.0
0.0,1.0,1.0,1.0,0.0,0.0,204586.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204592.0,1.0,2152068.0
0.0,1.0,1.0,0.0,0.0,0.0,204592.0,2.0,1984747.0
0.0,1.0,1.0,1.0,0.0,0.0,204592.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204589.0,1.0,2665608.0
1.0,1.0,0.0,0.0,0.0,0.0,204589.0,2.0,2665544.0
1.0,2.0,0.0,0.0,0.0,0.0,204589.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204598.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204595.0,1.0,1534207.0
0.0,1.0,1.0,0.0,0.0,0.0,204595.0,2.0,761673.0
0.0,1.0,1.0,1.0,0.0,0.0,204595.0,3.0,431498.0
0.0,1.0,1.0,1.0,1.0,0.0,204595.0,4.0,415906.0
0.0,1.0,1.0,2.0,1.0,0.0,204595.0,5.0,73278.0
0.0,1.0,1.0,2.0,2.0,0.0,204595.0,6.0,62567.0
0.0,1.0,1.0,3.0,2.0,0.0,204595.0,7.0,59608.0
0.0,1.0,1.0,3.0,3.0,0.0,204595.0,8.0,44408.0
0.0,1.0,1.0,4.0,3.0,0.0,204595.0,9.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204604.0,1.0,870914.0
1.0,1.0,0.0,0.0,0.0,0.0,204604.0,2.0,870748.0
1.0,1.0,1.0,0.0,0.0,0.0,204604.0,3.0,453561.0
1.0,1.0,1.0,1.0,0.0,0.0,204604.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204613.0,1.0,2660810.0
0.0,1.0,1.0,0.0,0.0,0.0,204613.0,2.0,2660756.0
0.0,1.0,2.0,0.0,0.0,0.0,204613.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204607.0,1.0,1550029.0
0.0,1.0,1.0,0.0,0.0,0.0,204607.0,2.0,1389796.0
0.0,1.0,1.0,1.0,0.0,0.0,204607.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204601.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204610.0,1.0,800067.0
1.0,1.0,0.0,0.0,0.0,0.0,204610.0,2.0,797173.0
1.0,2.0,0.0,0.0,0.0,0.0,204610.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204622.0,1.0,341703.0
0.0,2.0,0.0,0.0,0.0,0.0,204622.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204616.0,1.0,173309.0
1.0,1.0,0.0,0.0,0.0,0.0,204616.0,2.0,172858.0
1.0,2.0,0.0,0.0,0.0,0.0,204616.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204619.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204625.0,1.0,273422.0
1.0,1.0,0.0,0.0,0.0,0.0,204625.0,2.0,271116.0
1.0,2.0,0.0,0.0,0.0,0.0,204625.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204628.0,1.0,1121691.0
0.0,1.0,1.0,0.0,0.0,0.0,204628.0,2.0,1117571.0
0.0,1.0,1.0,1.0,0.0,0.0,204628.0,3.0,590.0
0.0,1.0,1.0,1.0,1.0,0.0,204628.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204631.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204634.0,1.0,2159.0
1.0,1.0,0.0,0.0,0.0,0.0,204634.0,2.0,1661.0
1.0,2.0,0.0,0.0,0.0,0.0,204634.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204637.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204640.0,1.0,524619.0
1.0,1.0,0.0,0.0,0.0,0.0,204640.0,2.0,524135.0
1.0,1.0,1.0,0.0,0.0,0.0,204640.0,3.0,370211.0
1.0,1.0,2.0,0.0,0.0,0.0,204640.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204652.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204658.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204667.0,1.0,1225805.0
1.0,1.0,0.0,0.0,0.0,0.0,204667.0,2.0,1207171.0
1.0,1.0,1.0,0.0,0.0,0.0,204667.0,3.0,1043607.0
1.0,1.0,1.0,1.0,0.0,0.0,204667.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204885.0,1.0,609266.0
0.0,1.0,1.0,0.0,0.0,0.0,204885.0,2.0,608665.0
0.0,1.0,1.0,1.0,0.0,0.0,204885.0,3.0,420578.0
0.0,1.0,1.0,2.0,0.0,0.0,204885.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204879.0,1.0,18795.0
1.0,1.0,0.0,0.0,0.0,0.0,204879.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204865.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204891.0,1.0,954248.0
0.0,1.0,1.0,0.0,0.0,0.0,204891.0,2.0,846913.0
0.0,1.0,1.0,1.0,0.0,0.0,204891.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204862.0,1.0,1828070.0
1.0,1.0,0.0,0.0,0.0,0.0,204862.0,2.0,1808935.0
1.0,1.0,1.0,0.0,0.0,0.0,204862.0,3.0,1802772.0
1.0,1.0,1.0,1.0,0.0,0.0,204862.0,4.0,520390.0
1.0,1.0,1.0,1.0,1.0,0.0,204862.0,5.0,505247.0
1.0,1.0,1.0,2.0,1.0,0.0,204862.0,6.0,441123.0
1.0,1.0,1.0,2.0,2.0,0.0,204862.0,7.0,437857.0
1.0,1.0,1.0,3.0,2.0,0.0,204862.0,8.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204859.0,1.0,2524479.0
1.0,1.0,0.0,0.0,0.0,0.0,204859.0,2.0,2505464.0
1.0,1.0,1.0,0.0,0.0,0.0,204859.0,3.0,2500748.0
1.0,1.0,1.0,1.0,0.0,0.0,204859.0,4.0,1035382.0
1.0,1.0,1.0,1.0,1.0,0.0,204859.0,5.0,1029295.0
1.0,1.0,1.0,2.0,1.0,0.0,204859.0,6.0,709782.0
1.0,1.0,1.0,2.0,2.0,0.0,204859.0,7.0,691852.0
1.0,1.0,1.0,3.0,2.0,0.0,204859.0,8.0,621338.0
1.0,1.0,1.0,3.0,3.0,0.0,204859.0,9.0,620071.0
1.0,1.0,1.0,4.0,3.0,0.0,204859.0,10.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204856.0,1.0,73.0
2.0,0.0,0.0,0.0,0.0,0.0,204856.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204676.0,1.0,2504250.0
1.0,1.0,0.0,0.0,0.0,0.0,204676.0,2.0,2483429.0
1.0,2.0,0.0,0.0,0.0,0.0,204676.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204679.0,1.0,257527.0
1.0,1.0,0.0,0.0,0.0,0.0,204679.0,2.0,236654.0
1.0,1.0,1.0,0.0,0.0,0.0,204679.0,3.0,226377.0
1.0,1.0,2.0,0.0,0.0,0.0,204679.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204853.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204682.0,1.0,1486362.0
1.0,1.0,0.0,0.0,0.0,0.0,204682.0,2.0,1465619.0
1.0,1.0,1.0,0.0,0.0,0.0,204682.0,3.0,1462521.0
1.0,1.0,2.0,0.0,0.0,0.0,204682.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204685.0,1.0,1219770.0
1.0,1.0,0.0,0.0,0.0,0.0,204685.0,2.0,1198813.0
1.0,1.0,1.0,0.0,0.0,0.0,204685.0,3.0,436138.0
1.0,1.0,2.0,0.0,0.0,0.0,204685.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204763.0,1.0,21904.0
1.0,1.0,0.0,0.0,0.0,0.0,204763.0,2.0,1203.0
1.0,2.0,0.0,0.0,0.0,0.0,204763.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204688.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204691.0,1.0,1477094.0
1.0,1.0,0.0,0.0,0.0,0.0,204691.0,2.0,1455997.0
1.0,1.0,1.0,0.0,0.0,0.0,204691.0,3.0,1445806.0
1.0,1.0,1.0,1.0,0.0,0.0,204691.0,4.0,428888.0
1.0,1.0,1.0,1.0,1.0,0.0,204691.0,5.0,420208.0
1.0,1.0,1.0,2.0,1.0,0.0,204691.0,6.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204700.0,1.0,1328972.0
1.0,1.0,0.0,0.0,0.0,0.0,204700.0,2.0,1324355.0
1.0,1.0,1.0,0.0,0.0,0.0,204700.0,3.0,619007.0
1.0,1.0,2.0,0.0,0.0,0.0,204700.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204703.0,1.0,955801.0
1.0,1.0,0.0,0.0,0.0,0.0,204703.0,2.0,934771.0
1.0,1.0,1.0,0.0,0.0,0.0,204703.0,3.0,917850.0
1.0,1.0,1.0,1.0,0.0,0.0,204703.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204706.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204709.0,1.0,1204147.0
1.0,1.0,0.0,0.0,0.0,0.0,204709.0,2.0,1182721.0
1.0,1.0,1.0,0.0,0.0,0.0,204709.0,3.0,1182178.0
1.0,1.0,1.0,1.0,0.0,0.0,204709.0,4.0,223795.0
1.0,1.0,1.0,1.0,1.0,0.0,204709.0,5.0,219103.0
1.0,1.0,1.0,2.0,1.0,0.0,204709.0,6.0,217293.0
1.0,1.0,1.0,3.0,1.0,0.0,204709.0,7.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204712.0,1.0,3716101.0
1.0,1.0,0.0,0.0,0.0,0.0,204712.0,2.0,3693681.0
1.0,1.0,1.0,0.0,0.0,0.0,204712.0,3.0,3693603.0
1.0,1.0,1.0,1.0,0.0,0.0,204712.0,4.0,2328198.0
1.0,1.0,1.0,1.0,1.0,0.0,204712.0,5.0,2326904.0
1.0,1.0,1.0,2.0,1.0,0.0,204712.0,6.0,2321497.0
1.0,1.0,1.0,2.0,2.0,0.0,204712.0,7.0,2317287.0
1.0,1.0,1.0,2.0,3.0,0.0,204712.0,8.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204724.0,1.0,2097056.0
1.0,1.0,0.0,0.0,0.0,0.0,204724.0,2.0,2075110.0
1.0,1.0,1.0,0.0,0.0,0.0,204724.0,3.0,2074667.0
1.0,1.0,2.0,0.0,0.0,0.0,204724.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204727.0,1.0,29762.0
1.0,1.0,0.0,0.0,0.0,0.0,204727.0,2.0,6827.0
1.0,2.0,0.0,0.0,0.0,0.0,204727.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204736.0,1.0,114894.0
1.0,1.0,0.0,0.0,0.0,0.0,204736.0,2.0,92091.0
1.0,2.0,0.0,0.0,0.0,0.0,204736.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204742.0,1.0,3130216.0
1.0,1.0,0.0,0.0,0.0,0.0,204742.0,2.0,3106987.0
1.0,1.0,1.0,0.0,0.0,0.0,204742.0,3.0,3043489.0
1.0,1.0,1.0,1.0,0.0,0.0,204742.0,4.0,954479.0
1.0,1.0,1.0,1.0,1.0,0.0,204742.0,5.0,947907.0
1.0,1.0,1.0,2.0,1.0,0.0,204742.0,6.0,328.0
1.0,1.0,1.0,3.0,1.0,0.0,204742.0,7.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204748.0,1.0,3231.0
2.0,0.0,0.0,0.0,0.0,0.0,204748.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204745.0,1.0,35690.0
1.0,1.0,0.0,0.0,0.0,0.0,204745.0,2.0,11906.0
1.0,2.0,0.0,0.0,0.0,0.0,204745.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204646.0,1.0,957451.0
0.0,1.0,1.0,0.0,0.0,0.0,204646.0,2.0,957296.0
0.0,1.0,1.0,1.0,0.0,0.0,204646.0,3.0,91307.0
0.0,1.0,1.0,1.0,1.0,0.0,204646.0,4.0,91266.0
0.0,1.0,1.0,2.0,1.0,0.0,204646.0,5.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204954.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204754.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204757.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204760.0,1.0,1412945.0
1.0,1.0,0.0,0.0,0.0,0.0,204760.0,2.0,1392848.0
1.0,1.0,1.0,0.0,0.0,0.0,204760.0,3.0,1382963.0
1.0,1.0,2.0,0.0,0.0,0.0,204760.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204649.0,1.0,2495054.0
0.0,2.0,0.0,0.0,0.0,0.0,204649.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204655.0,1.0,2494683.0
0.0,2.0,0.0,0.0,0.0,0.0,204655.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204766.0,1.0,1306895.0
1.0,1.0,0.0,0.0,0.0,0.0,204766.0,2.0,1306700.0
1.0,1.0,1.0,0.0,0.0,0.0,204766.0,3.0,622122.0
1.0,1.0,1.0,1.0,0.0,0.0,204766.0,4.0,420499.0
1.0,1.0,1.0,1.0,1.0,0.0,204766.0,5.0,378753.0
1.0,1.0,1.0,2.0,1.0,0.0,204766.0,6.0,715.0
1.0,1.0,1.0,3.0,1.0,0.0,204766.0,7.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204769.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204772.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204990.0,1.0,83385.0
1.0,1.0,0.0,0.0,0.0,0.0,204990.0,2.0,58618.0
1.0,2.0,0.0,0.0,0.0,0.0,204990.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204775.0,1.0,2579931.0
1.0,1.0,0.0,0.0,0.0,0.0,204775.0,2.0,2561008.0
1.0,2.0,0.0,0.0,0.0,0.0,204775.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204781.0,1.0,5558.0
2.0,0.0,0.0,0.0,0.0,0.0,204781.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204784.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204787.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204993.0,1.0,1821562.0
0.0,1.0,1.0,0.0,0.0,0.0,204993.0,2.0,1142261.0
0.0,1.0,1.0,1.0,0.0,0.0,204993.0,3.0,865647.0
0.0,1.0,1.0,1.0,1.0,0.0,204993.0,4.0,852589.0
0.0,1.0,1.0,2.0,1.0,0.0,204993.0,5.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204661.0,1.0,615646.0
0.0,1.0,1.0,0.0,0.0,0.0,204661.0,2.0,611391.0
0.0,1.0,1.0,1.0,0.0,0.0,204661.0,3.0,2126.0
0.0,1.0,1.0,1.0,1.0,0.0,204661.0,4.0,188.0
0.0,1.0,1.0,2.0,1.0,0.0,204661.0,5.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204670.0,1.0,1368551.0
0.0,1.0,1.0,0.0,0.0,0.0,204670.0,2.0,1366797.0
0.0,1.0,1.0,1.0,0.0,0.0,204670.0,3.0,394353.0
0.0,1.0,1.0,1.0,0.0,1.0,204670.0,4.0,177548.0
0.0,1.0,1.0,2.0,0.0,1.0,204670.0,5.0,176869.0
0.0,1.0,1.0,2.0,1.0,1.0,204670.0,6.0,175662.0
0.0,1.0,1.0,3.0,1.0,1.0,204670.0,7.0,60150.0
0.0,1.0,1.0,4.0,1.0,1.0,204670.0,8.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204673.0,1.0,416.0
0.0,2.0,0.0,0.0,0.0,0.0,204673.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204996.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204999.0,1.0,1393447.0
0.0,1.0,1.0,0.0,0.0,0.0,204999.0,2.0,1393093.0
0.0,1.0,1.0,1.0,0.0,0.0,204999.0,3.0,490.0
0.0,1.0,1.0,2.0,0.0,0.0,204999.0,4.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204799.0,1.0,2663308.0
1.0,1.0,0.0,0.0,0.0,0.0,204799.0,2.0,2646722.0
1.0,1.0,1.0,0.0,0.0,0.0,204799.0,3.0,2646607.0
1.0,1.0,2.0,0.0,0.0,0.0,204799.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204715.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204808.0,1.0,2663210.0
1.0,1.0,0.0,0.0,0.0,0.0,204808.0,2.0,2645330.0
1.0,1.0,1.0,0.0,0.0,0.0,204808.0,3.0,2639176.0
1.0,1.0,2.0,0.0,0.0,0.0,204808.0,4.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,205005.0,1.0,2495633.0
0.0,1.0,1.0,0.0,0.0,0.0,205005.0,2.0,2495540.0
0.0,1.0,1.0,1.0,0.0,0.0,205005.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204811.0,1.0,87189.0
1.0,1.0,0.0,0.0,0.0,0.0,204811.0,2.0,69345.0
1.0,2.0,0.0,0.0,0.0,0.0,204811.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204817.0,1.0,2355.0
2.0,0.0,0.0,0.0,0.0,0.0,204817.0,2.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204718.0,1.0,1200586.0
0.0,1.0,1.0,0.0,0.0,0.0,204718.0,2.0,1185358.0
0.0,1.0,1.0,1.0,0.0,0.0,204718.0,3.0,253907.0
0.0,1.0,1.0,1.0,1.0,0.0,204718.0,4.0,250312.0
0.0,1.0,1.0,2.0,1.0,0.0,204718.0,5.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204730.0,1.0,1821623.0
0.0,1.0,1.0,0.0,0.0,0.0,204730.0,2.0,1727933.0
0.0,1.0,1.0,1.0,0.0,0.0,204730.0,3.0,540814.0
0.0,1.0,1.0,1.0,1.0,0.0,204730.0,4.0,531678.0
0.0,1.0,1.0,2.0,1.0,0.0,204730.0,5.0,355401.0
0.0,1.0,1.0,2.0,2.0,0.0,204730.0,6.0,348600.0
0.0,1.0,1.0,3.0,2.0,0.0,204730.0,7.0,282157.0
0.0,1.0,1.0,3.0,3.0,0.0,204730.0,8.0,280298.0
0.0,1.0,1.0,4.0,3.0,0.0,204730.0,9.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204987.0,1.0,603613.0
0.0,1.0,1.0,0.0,0.0,0.0,204987.0,2.0,343273.0
0.0,1.0,1.0,1.0,0.0,0.0,204987.0,3.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204751.0,1.0,1274694.0
0.0,1.0,1.0,0.0,0.0,0.0,204751.0,2.0,507588.0
0.0,1.0,1.0,1.0,0.0,0.0,204751.0,3.0,344065.0
0.0,1.0,1.0,1.0,1.0,0.0,204751.0,4.0,327416.0
0.0,1.0,1.0,2.0,1.0,0.0,204751.0,5.0,75520.0
0.0,1.0,1.0,2.0,2.0,0.0,204751.0,6.0,46534.0
0.0,1.0,1.0,3.0,2.0,0.0,204751.0,7.0,38850.0
0.0,1.0,1.0,4.0,2.0,0.0,204751.0,8.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204721.0,1.0,1571744.0
0.0,1.0,1.0,0.0,0.0,0.0,204721.0,2.0,884795.0
0.0,1.0,2.0,0.0,0.0,0.0,204721.0,3.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204814.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,204778.0,1.0,607799.0
0.0,2.0,0.0,0.0,0.0,0.0,204778.0,2.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,204820.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,204248.0,1.0,7273.0
0.0,0.0,0.0,0.0,0.0,2.0,204248.0,2.0,0.0
